Subject,Verb,Object
Silver Nanoparticles,use,36276844|t|Thermoplasmonics Decontamination of
plasmonics nanoparticles,generate,thermoplasmonic heat
light,irradiate,they
the spread of disease,limit,vaccines
a population,limit,vaccines
severity,limit,vaccines
infection,!prevent,none
a part,play,pandemic
the significant interactions between,uncover,The empirical results
36277436 493 Disease MESH : impact RBD conformational dynamics,uncover,The empirical results
"market specifications , horizons",jump,China energy stock market
the severe syndrome coronavirus 2 ( CoV-2 ),cause,"Coronavirus disease 2019 ( COVID-19 ) ,"
million people,kill,"Coronavirus disease 2019 ( COVID-19 ) ,"
36277437 Disease MESH : C000657245 .,kill,"Coronavirus disease 2019 ( COVID-19 ) ,"
its declaration as,lead,The outbreak of COVID-19 disease
January 2020,lead,The outbreak of
muscle weakness,present,which
excessive fatigability,present,which
28 % of MG patients,register,Severe COVID-19 infection
elder subjects with comorbidities as cardiac diseases,register,Severe COVID-19 infection
odds of a positive test ratio,associate,contact with an infected person within the household
genetic variants,identify,a research approach
genetic variants,identify,a research approach
common diseases,associate,genetic variants
the eleven largest COVID-19 GWASs,report,The lead genetic variants (
22 different chromosomal regions,map,The lead genetic variants (
disease severity,associate,"9q34.2 ( ABO ) ,"
infection,associate,"9q34.2 ( ABO ) ,"
susceptibility,associate,"9q34.2 ( ABO ) ,"
"mucociliary clearance ( CEP97 ,",involve,Genes
the risk of CoV-2 infection,associate,Genes
the risk of,associate,viral - entry ( ACE2
the risk of,associate,mucosal immunity ( MIR6891 )
severe disease,associate,"genes of ,"
key genetic mechanisms of CoV-2 pathogenesis,unravel,The COVID-19
36280088 1079 1087 Disease MESH : C000657245,unravel,The COVID-19
key genetic mechanisms of,unravel,GWASs
36280088 1079 1087 Disease MESH : C000657245,unravel,GWASs
COVID-19,hospitalize,symptoms of adult patients
lessons for the future,provide,Unprecedented training interruptions
36281922 201 225 coronavirus disease MESH : C000657245 : diseases,lead,the coronavirus disease 2019
unprecedented training interruptions,lead,the coronavirus disease 2019
36281922 201 225 coronavirus disease MESH : C000657245 : diseases,lead,( COVID-19 ) pandemic
unprecedented training interruptions,lead,( COVID-19 ) pandemic
COVID-19 pandemic,learn,lessons
2022,learn,lessons
COVID-19 pandemic,learn,lessons
2022,learn,lessons
COVID-19 pandemic,learn,lessons
2022,learn,lessons
answers,seek,care professionals
answers,seek,researchers
COVID-19 pandemic,learn,lessons
2022,learn,lessons
a higher COVID-19 severity,!associate,Allergic diseases
mortality,!associate,Allergic diseases
a worldwide suspension of surgery ( BMS ) services,lead,The coronavirus disease 2019
a worldwide suspension of,lead,( COVID-19 ) pandemic
Post - COVID-19 diagnosis patterns,understand,36282429 133 157 coronavirus disease MESH : C000657245 MESH : study for .
the top of the association list,rise,mental health circulatory diseases
Disease MESH,rise,36283580 1365 patients Species
Disease MESH,rise,9606 36283580 1404 1429 circulatory diseases
Post - COVID-19 diagnosis patterns,understand,36283580|t|A Crossover wide association study ( PheWAS ) for .
other diseases with effects other,apply,This design
Disease MESH :,protect,"Sinovac - CoronaVac , vaccine ,"
36283919|t|Long COVID :,protect,"Sinovac - CoronaVac , vaccine ,"
severe COVID-19 disease,protect,"Sinovac - CoronaVac , vaccine ,"
hospitalization,protect,"Sinovac - CoronaVac , vaccine ,"
term cell responses,elicit,it
million cases of the coronavirus disease 2019 ( COVID-19 worldwide,be,there
36283919 126 coronavirus disease MESH : C000657245 : COVID,be,there
An inevitable sequela of CoV-2 infection,be,there
a high risk of long COVID,associate,severe COVID-19
long COVID,show,patients with asymptomatic disease
36283919 429 Disease MESH : C000657245,show,patients with
"many organ systems ,",affect,long COVID
36283919 Disease MESH :,affect,long COVID
An inevitable sequela of CoV-2 infection,affect,long COVID
"the respiratory , neurological systems",include,"many organ systems ,"
many unknowns,be,there
our understanding of this disease,enhance,further investigation
the pediatrician,approach,parents
an important role in the management of the coronavirus disease 2019,play,Mathematical models
36285321 127 coronavirus disease MESH : MESH : Models,play,Mathematical models
Control of,support,36285321 127 coronavirus disease MESH : MESH : Models
"comprehensive considerations of data , applications",require,disease modeling
36285321 1662 infectious Disease MESH,require,disease modeling
D003141 36286219|t|When Be,require,disease modeling
Lots of,require,disease modeling
older people with comorbidities,represent,The population
mild forms of the disease,develop,children
mild forms of,develop,adolescents
36286748 414 458 damage MESH : D008171 : 36286748|t|[COVID-19,turn,it
a clinical case of typical course of post - COVID-19 organizing pneumonia,present,The paper
Disease MESH : MESH,present,The paper
a patient without previous lung disease,present,The paper
"the interim analysis of observational , prospective , multicenter cohort study ( MULTISPECT )",accord,response to treatment
36286939 1679 patients Species 	 myeloma ],carry,Autologous hematopoietic cell transplantations
a limited proportion of patients in both cohorts,carry,Autologous hematopoietic cell transplantations
"the interim analysis of observational , prospective , multicenter cohort study ( MULTISPECT )",accord,response to treatment
MM,treat,The variety of therapy regimens
actual clinical practice,treat,The variety of
MM,treat,The variety of
actual clinical practice,treat,The variety of
both term functional disorders,form,The impact of many aggressive factors on the intestines
36286953 Disease MESH : 36286953|t|[Features ],form,The impact of
to drugs,give,preference
a pleiotropic effect,give,preference
order,give,preference
various possible pathogenetic mechanisms,influence,order
helpful insights into the scientific deployment of tests,provide,This study
a profound pathway toward the term surveillance of coronavirus disease 2019 ( COVID-19,facilitate,accuracy
36287815 657 Disease MESH :,use,A history of chronic pulmonary disease
exclusion criteria,use,A history of
spatial differentiation,vary,"Hospital , doctor"
"a high level of geographic agglomeration , heterogeneity",characterize,all
36288390 114 116 Disease MESH : D009223,increase,Diabetes mellitus ( DM )
low- countries,increase,Diabetes mellitus ( DM )
neurons,infect,36288725|t|SARS - CoV-2
a plethora of neurological complications,induce,"Severe syndrome coronavirus 2 ( CoV-2 ) , agent"
36288725 disease Disease MESH : C000657245,induce,"Severe syndrome coronavirus 2 ( CoV-2 ) , agent"
Disease MESH :,induce,"Severe syndrome coronavirus 2 ( CoV-2 ) , agent"
some patients,induce,"Severe syndrome coronavirus 2 ( CoV-2 ) , agent"
complications,associate,Coronavirus disease-2019 ( COVID-19 )
damage to many other organs,cause,COVID-19
severe forms of the disease,cause,COVID-19
49 patients,include,This cross - sectional observational study
the onset of the disease,include,This cross - sectional observational study
COVID-19,diagnose,49 patients
mild neurological symptoms,diagnose,49 patients
a new healthcare emergency,become,Pain
a new healthcare emergency,become,Coronavirus infection disease 2019
a new healthcare emergency,become,( COVID-19 ) condition ( pain )
a lesion,associate,"neuropathic ( i.e. , pain"
disease,associate,"neuropathic ( i.e. , pain"
"a "" plausible "" distribution of ) , pain",limit,"neuropathic ( i.e. , pain"
altered nociception,arise,"nociplastic ( i.e. , pain"
"the activation of ) ,",cause,actual tissue damage
mixed type ( phenotypes co -,cause,actual tissue damage
the pain,cause,the somatosensory system
a revolutionary change from,undergo,medical records
"electronic format ,",base,a revolutionary change from
the development of eHealth systems,reflect,which
Elucidates,sequence,36290022|t|Long - Genome
the Mechanisms of,sequence,36290022|t|Long - Genome
COVID-19 Patients,obtain,Klebsiella pneumoniae Isolates
"antibiotic resistance genes , as plasmids",carry,mobile genetic elements
Elucidates,sequence,36290022|t|Long - Genome
the Mechanisms of,sequence,36290022|t|Long - Genome
COVID-19 Patients,obtain,Klebsiella pneumoniae Isolates
the presence of,reveal,We
36290022 1564 1572 Chemical MESH : D000583,reveal,We
aph(3')-VIa gene,carry,the presence of
resistance,provide,the presence of
amikacin,provide,the presence of
"one of these isolates ,",provide,the presence of
its phenotypic resistance profile,correspond,which
"the Functional Capacity , Inflammation",improve,An Alternative for
the generation of reactive oxygen species,induce,SARS - CoV-2
36290350 667 677 CoV-2 Species 	 2697049 MESH,induce,SARS - CoV-2
36290350|t|Eccentric Training in : Alternative,induce,SARS - CoV-2
"a "" cytokine storm """,amplify,"be , results suggest"
"the Functional Capacity , Inflammation",improve,An Alternative for
muscle mass,improve,"be , results suggest"
cardiopulmonary stress in patients with,mitigate,a alternative
the recent advancements in biosensors for disease COVID ) management,review,This article
36291027 818 Disease MESH : D018352 : C000657245,review,This article
a disease with variable clinical manifestations,cause,"be , results suggest"
hypercoagulopathy,associate,the Coronavirus disease 2019 ( COVID-19
36291263 337 Coronavirus disease MESH,present,patients
"cerebral hemorrhage ,",present,patients
SAH,include,"cerebral hemorrhage ,"
M,use,Phylogenetic study
close proximity to,cluster,CoVs from
the recurrence of interspecies transmissions,suggest,which
COVID-19 disease,follow,term health consequences
an problem,constitute,BACKGROUND :
36291973 Disease MESH : C000657245,constitute,BACKGROUND :
a Patient Suffering from with,constitute,BACKGROUND :
an problem,constitute,term health consequences
36291973 Disease MESH : C000657245,constitute,term health consequences
a Patient Suffering from with,constitute,term health consequences
distinct inhomogeneities of delay,show,The first examination
the form of COVID-19 respiratory disease,take,The CoV-2 virus infection
COVID-19 syndrome,turn,it
a few weeks,turn,it
the form of acute post - acute diseases,occur,Cardiac complications
2 March 2020,report,The first case of in
2 March 2020,gather,the historical data of the disease
robust models,construct,order
a realistic picture of the disease direction,yield,The findings of this study
positive healthcare implications of the Saudi experience,show,the results of this study
36292338|t|The Impact of on,show,the results of
persistent cognitive deficits,lead,mild cases of the disease
deterioration,lead,mild cases of
14 haul COVID patients with with a Barr onset,compare,we
clinical characteristics,find,differences
"a global term education crisis ,",create,The coronavirus disease 2019 pandemic
the psychological well - being of nursing students,affect,which
POTS,exhibit,the onset of the disease
the time,study,patients
a normHRBP,show,course
36293090 198 208 CoV-2 Species 	 2697049 MESH :,correlate,The presence of antibodies against
D007239 Disease MESH : C000657245,correlate,The presence of
protection against infection,correlate,The presence of
to syndrome,give,the designation
a few months after infection by,develop,"be , results suggest"
incidence,present,"be , results suggest"
immune dysregulations,relate,The main common molecular cause for persistence
immune dysregulations,relate,"the persistence of inflammatory status , modifications"
a ' coronavirus disease 2019 ' pandemic,cause,"be , results suggest"
human health,threaten,which
public safety,threaten,which
"secondary infections , as mucormycosis ,",acquire,some patients with
black fungus disease,know,"mucormycosis ,"
mellitus,include,Major risk factors for this disease
immunosuppression,include,Major risk factors for
increases in mucormycosis infections,facilitate,"be , results suggest"
a lack of comprehensive understanding,be,there
36293836 212 236 coronavirus disease MESH : Impact : Study,be,there
the effect of on the behavior,regard,comprehensive understanding
36293836 1030 1038 Disease MESH : C000657245,differ,the pattern of residents hospitalization utilization
36293836|t|Long - Term Impact of on,differ,the pattern of
A Study,differ,the pattern of
disease classification,differ,the pattern of
36293836 1276 Disease MESH : D009422,find,we
the pandemic,suppress,the overall demand for among rural residents in
regions,redistribute,the utilization of inpatient services for other common chronic diseases
the coronavirus disease 2019 pandemic,recover,the population
post - coronavirus disease ( patients,emerge,a subset of individuals
multifactorial term symptoms,experience,who
the initial recovery from,experience,who
Willingness,relate,Factors
Care,provide,Factors
Patients with,provide,Factors
Long - Term Care Facilities,provide,Factors
tremendous effects on the residents of,exert,The coronavirus disease 2019
tremendous effects on,exert,( COVID-19 ) pandemic
Willingness,relate,Factors
Care,provide,Factors
Patients with,provide,Factors
Long - Term Care Facilities,provide,Factors
a professional certificate,hold,years of
patients with,care,"job location type , income ,"
communicable disease control,relate,training
a model for,develop,The article
36294060 Disease MESH :,develop,The article
an exogenous shock on tourist arrivals,predict,a model for
the spread of disease,drive,tourist arrivals
a series approach,use,a model for
eight tertiary hospitals in municipal districts,collect,Data visits for from to
eight tertiary hospitals in,collect,the corresponding from
a subset of coronavirus disease 2019,affect,Persistent symptoms
Cardiovascular,suspect,36294444 168 192 coronavirus disease MESH : C000657245 : Experience .
actual CV disease,signify,COVID symptoms of origin
a minority of patients,signify,COVID symptoms of
a fair year prognosis,face,who
Alveolar Concentration of,assess,1876 patients Species 	 Inflammation
the presence of either obstructive / restrictive patterns,define,"The proportions of ,"
the severity of the initial lung disease ( 15,increase,"The proportions of ,"
various other diseases,serve,"Extracellular vesicles ( EVs ) , as ,"
candidate delivery platforms for novel therapeutic approaches in,serve,"Extracellular vesicles ( EVs ) , as ,"
their unique characteristics,serve,"Extracellular vesicles ( EVs ) , as ,"
an important immune regulator in diseases with complex physiologies,act,CD24
excessive inflammation,characterize,complex physiologies
a key pathophysiologic role,play,immune dysregulation
future trials ( RCTs ),elucidate,"be , results suggest"
transmissible disease outbreaks,apply,this care type
the development of a pluriorganic pathological tissue terrain,favor,"be , results suggest"
the immune system,influence,which
the time of infection,influence,which
the characteristics of headaches,know,Little
coronavirus disease 2019 ( COVID-19 in,associate,headaches
the processing of,evaluate,Evidence from Disease
the processing of,evaluate,"prospective series , analyses"
COVID-19,relate,thrombotic complications
CoV-2 infection,relate,thrombotic complications
a major part in,play,The role of the acute inflammatory response in the propagation of the systemic inflammatory sequelae of the disease
36295791 1569 Disease MESH : MESH,play,The role of
thromboembolic disease,determine,a major part in
thrombotic complication in,determine,a major part in
36295791 1804 Disease MESH : MESH,lead,Inflammatory response
thromboembolic disease,lead,Inflammatory response
thrombotic complications in,lead,Inflammatory response
a pivotal role,play,NETs
the pathogenesis of the inflammatory response,play,NETs
an entity,remain,thromboembolic complications in
the care system,impact,"be , results suggest"
term effects,impact,"be , results suggest"
the biological implications of,show,A model of
the therapeutic aspects of the disease,affect,they
36296272 175 199 coronavirus disease MESH : MESH : C000657245,begin,The coronavirus disease 2019
January 2020,begin,The coronavirus disease 2019
"Wuhan , China ,",begin,The coronavirus disease 2019
a new coronavirus,begin,The coronavirus disease 2019
36296272 175 199 coronavirus disease MESH : MESH : C000657245,begin,( COVID-19 pandemic
January 2020,begin,( COVID-19 pandemic
"Wuhan , China ,",begin,( COVID-19 pandemic
a new coronavirus,begin,( COVID-19 pandemic
SARS - CoV-2,designate,a new coronavirus
respiratory distress syndrome ( ARDS ),emerge,The principal cause of from COVID-19 disease
a potential role for .. 36296272,support,These data
C000657245 Alpha Outbreak,support,These data
CoV-2 Alpha Outbreak,support,These data
36297127 5 10 Chemical MESH : C402301 36297127 MESH :,support,These data
a Vaccinated Facility Population in,support,These data
a Vaccinated Facility Population in,support,These data
technical criteria,meet,Samples
phylogenetic analysis,include,Samples meeting criteria
a maximum difference of on the outer branches of the tree,show,Phylogenetic analysis (
36297127 1264 1279 other sequences Species 	,show,Phylogenetic analysis (
28384 CoV-2 Variant Outbreak,show,Phylogenetic analysis (
a Vaccinated Facility Population in,show,Phylogenetic analysis (
the same cluster,belong,all
36297256|t|Multidistrict Pathogen Interaction,imply,Our results
COVID-19,imply,Our results
a single epidemiological unit,behave,an entire LTCF
phylogenetic analysis,include,samples
several organs in our bodies,involve,the COVID-19 disease
36297256 Disease MESH :,involve,the COVID-19 disease
36297256|t|Multidistrict Pathogen Interaction,involve,the COVID-19 disease
COVID-19,involve,the COVID-19 disease
COVID-19 patients,demonstrate,A change in microbial diversity
an increase in pathogenic microbial genera,demonstrate,A change in
traditional medicine,use,L. genus
"treatment of , diseases",use,L. genus
chronic grade inflammation,promote,"exerts effects ,"
human oncogenesis,link,several viruses
sequelae,draw,comparisons
Combat CoV-2 Variants,draw,comparisons
vaccination,draw,comparisons
events,draw,comparisons
severe syndrome coronavirus 2 ( CoV-2 ),cause,Coronavirus disease ( COVID-19 )
2019,cause,Coronavirus disease ( COVID-19 )
many individuals,affect,CoV-2 infection
36298520 123 142 Disease MESH : D018352,affect,CoV-2 infection
frequent genetic recombination,cause,some infectious mutants
36298520 403 36298520|t|A Comprehensive Review on,report,some infectious mutants
SARS - CoV-2,report,some infectious mutants
Combat CoV-2 Variants,report,some infectious mutants
the immune responses,escape,"be , results suggest"
the vaccine design approaches against CoV-2 infection,summarize,the present comprehensive review role
1144 SARS - CoV-2,summarize,the present comprehensive review role
Disease MESH :,summarize,the present comprehensive review role
"the infection of variants ,",limit,vaccines in
SARS panvaccines,design,efforts
dysautonomia in children with health problems,indicate,"The uniform increase in , with ,"
36298551 1618 Disease MESH :,indicate,"The uniform increase in , with ,"
COVID-19 disease,indicate,"The uniform increase in , with ,"
the COVID-19 vaccine,receive,the risk categories
ChAdOx1 nCoV-19 Vaccine,vaccinate,36298571 414 438 coronavirus disease MESH : C000657245 C000657245 C000657245 Pandemic : Study
Delta,vaccinate,36298571 414 438 coronavirus disease MESH : C000657245 C000657245 C000657245 Pandemic : Study
protection against severe disease outcomes,confer,doses
the possibility,demonstrate,the BA.5 variant
36298581 729 Disease MESH : Review,demonstrate,the BA.5 variant
a few doses,receive,who
previous variants,build,a few doses
newer variants,infect,individuals
aspects progression,detail,previous models
three additional key elements,be,there
36298581 1044 1052 Disease MESH : C000657245,be,there
COVID-19 vaccination coverage,model,three additional key elements
the long term,model,three additional key elements
COVID-19,develop,"be , results suggest"
follow - up,develop,"be , results suggest"
mild disease,have,The patients
a pro - inflammatory state,characterize,Coronavirus disease 2019 ( COVID-19 )
"organ failure , thrombosis",associate,a pro - inflammatory state
weaker associations with COVID-19 disease severity ( curves,have,total fibrinogen
serum titers,achieve,protection against
a benchmark,provide,The results
the selection of generation vaccine candidates,provide,The results
the potential of the disease,assess,order
the B cell response towards an extrafollicular maturation pathway,skew,D010049 36300787|t|HIV
"a concern for , in individuals",be,there
postacute effects of CoV-2 infection,suffer,individuals
a greater impact on the outcome of disease,have,a stronger CoV-2 infection
a sequential influenza infection,have,a stronger CoV-2 infection
a greater impact on,have,"its consequent , term effects"
a sequential influenza infection,have,"its consequent , term effects"
long - COVID,suffer,who
directions,provide,This study
36301107 Species 2697049 36301107 2536 Species 36301107 2568 2574 ferret Species 	 Infection with CoV-2 Infection History,provide,This study
the effect of a previous CoV-2 exposure on in a ferret model,provide,This study
a slight increase in influenza disease severity,observe,we
Species ferrets Species 	 9669,observe,we
SARS - CoV-2,!encounter,"be , results suggest"
the typical symptoms of Parkinson disease,experience,a patient
chronic neuron involvement,indicate,electromyogram results
variants evolution,control,C000657245 world recurrent waves
vaccination campaign,control,C000657245 world recurrent waves
an intrinsic difference between infection,find,we
36302922 1349 Disease MESH :,find,we
a non - trivial variation of the lethality,point,an intrinsic difference between
various impacts on businesses,have,The coronavirus disease 2019
various impacts on,have,( COVID-19 pandemic
the novel coronavirus disease 2019 ( COVID-19 ),recover,who
a range of term symptoms,experience,Patients
36304574 117 Disease MESH : C000657245,experience,Patients
Disease MESH : learning,experience,Patients
trapping,exhibit,C1
36304574 1281 1296 Chemical MESH : D002248,exhibit,C1
"airways disease ( % , 0.008 )",cause,trapping
lung volume ( 4.40L,decrease,C2
"opacity ( GGO% , p",decrease,C2
air - trapping,characterize,two post - COVID-19 subtypes
airways disease,characterize,two post - COVID-19 subtypes
patterns,characterize,two post - COVID-19 subtypes
the Adoption of in,foster,36304694 patients Species 	 9606 36304694 MESH : 36306158|t|Training : Protocol
knowledge about the effectiveness of TIPS,generate,This study
pediatric therapists,enhance,TIPS
FCT adoption,enhance,TIPS
pediatric rehabilitation settings,enhance,TIPS
FCT adoption,enhance,TIPS
pediatric rehabilitation settings,enhance,TIPS
potent lymph node activation,induce,CpG vaccination
COVID-19 immunity in mice,induce,CpG vaccination
pandemic waves of infection,drive,variants
potent lymph node activation,induce,D007239 CpG vaccination
COVID-19 immunity in mice,induce,D007239 CpG vaccination
future advances in prophylactic vaccine activity,depend,Progress
potent induction of cross - reactive T cells,generate,candidates capable
potent lymph node activation,induce,CpG vaccination
COVID-19 immunity in mice,induce,CpG vaccination
potent cell responses in multiple anatomical sites critical,induce,boost immunization with
potent lymph node activation,induce,36307453 1134 1141 Chemical MESH : C024660 36307453
COVID-19 immunity in mice,induce,36307453 1134 1141 Chemical MESH : C024660 36307453
potent lymph node activation,induce,10090 CpG vaccination
COVID-19 immunity in,induce,10090 CpG vaccination
the promise of node adjuvant - targeting,demonstrate,These results
innate immunity,coordinate,the promise of
robust adaptive responses critical,generate,the promise of
its high capability of in generalization,display,The prediction performance of on review
36307637|t|Prevalence,display,The prediction performance of on review
risk factors of erectile dysfunction in COVID-19 patients,display,The prediction performance of on review
the potential,have,the DeepLPI
new target interactions,pinpoint,the potential
better destinations for drugs,find,the potential
a analysis of this claim,complete,relevant studies
chi2 tests,analyze,Heterogeneity
sources of heterogeneity,analyze,"Subgroup analyses , regression"
the international coding of diseases ( ICD-10 ),base,The prevalence of
the International Index of ),base,the prevalence of
"the Nsp2 , Nsp3",hotspot,36307763|t|Insertion / deletion
"the Nsp2 , Nsp3",hotspot,Insertion / deletion
RNA sequences of different lengths between the viruses,hotspot,indel
"the Nsp2 gene ( positions , gene",confirm,"As , indel hotspots with RNA sequences of"
response,antibody,its relation
Cornoravirus disease ( COVID-19 ),face,frontliners in
COVID-19 infection,acquire,the high risk groups of
response,antibody,its relation
a longer time for PCR negative conversion,have,Patients with post - acute COVID-19
the potential impact of,explore,we
a ),explore,we
the percentage of patients,explore,we
the number of clinic ' overspill ' appointments,explore,we
the week referral target,meet,the percentage of
36309678 patients Species 	,36309921|t|explore,clinic ' overspill ' appointments
the Role of in,36309921|t|explore,clinic ' overspill ' appointments
the Role of in,36309921|t|explore,clinic ' overspill ' appointments
significant correlation with the severity of the acute disease,!be,there
neuronal damage as,associate,Post - COVID diseases
the waste quantity,base,outbreak in
patient data,base,outbreak in
scenario analysis,analyze,this study
36310674 199 virus disease MESH,analyze,this study
C000657245
36310674 MESH : C000657245,analyze,this study
the temporal evolution of medical waste generation,analyze,this study
the pandemics,analyze,this study
the COVID-19,relate,the amount of medical waste
COVID-19,generate,"be , results suggest"
"Hubei , Heilongjiang provinces . 36310674",estimate,the amount of
36310674 9606 the evolution characteristics of during the outbreak of health emergencies,indicate,The results
the significant differences,show,the evolution characteristics of five provinces
a remarkable influence on the generation of medical waste,have,the patient type
a better term forecasting effect for future waste generation in different provinces,make,a novel ensemble approach
drugs production in different forms,orient,They
high morbidity,cause,Coronavirus disease 2019 ( COVID-19 )
mortality,cause,Coronavirus disease 2019 ( COVID-19 )
vaccine effectiveness of coronavirus disease 2019,reveal,multiple studies
millions of deaths,claim,the coronavirus disease 2019 pandemic
36310817 167 191 coronavirus disease MESH,claim,the coronavirus disease 2019 pandemic
"the awareness for , strengthening",include,These factors
36310817 1490 Disease MESH : D003141 :,include,These factors
the strengthening of the One Health perspective,include,These factors
the unprecedented number of international research collaborations,include,These factors
the Centers for,outline,the strengthening of
the tradeoff between liberal institutions,detail,Werner
the tradeoff between,detail,Troesken
a danger to the public health,present,individual freedom
the face of infectious disease,present,individual freedom
government ability,restrict,constitutional constraints
effective policy,implement,government ability
patients with severe coronavirus disease 2019,lymphocyte,36311179|t|Residual persistence of cytotoxicity
a year recovery process,lymphocyte,36311179|t|Residual persistence of
patients with severe coronavirus disease 2019,lymphocyte,Residual persistence of cytotoxicity
a year recovery process,lymphocyte,Residual persistence of
patients with severe coronavirus disease 2019,lymphocyte,36311179|t|Residual persistence of cytotoxicity
a year recovery process,lymphocyte,36311179|t|Residual persistence of
coronavirus disease 2019 ( COVID-19 ),recover,ill patients
mental health outcomes among caregivers of older adults in term care facilities,associate,MESH D003643 36311501|t|Factors
COVID-19 post - epidemic era in,associate,MESH D003643 36311501|t|Factors
"sex , profession , shift",include,"Factors ,"
organic diseases,have,"Factors ,"
regression analysis,include,"Factors ,"
factors with mental health outcomes of formal caregivers of older adults in,identify,regression analysis
mental health outcomes among caregivers of older adults in term care facilities,associate,D006212 36311501|t|Factors
COVID-19 post - epidemic era in,associate,D006212 36311501|t|Factors
differences in antibody levels,examine,We
36311791 CoV-2 Disease MESH : 36311791|t|Type .,examine,We
second vaccine dose,post,"the odds of at ,"
the risk of hospitalization,increase,CHIP
patients Species 	,increase,CHIP
"9606 36312629|t|Mucormycosis , Diabetes",increase,CHIP
the course of the disease,increase,CHIP
36312629 167 191 coronavirus disease MESH : MESH : C000657245,associate,it
"diabetes ( ketoacidosis ) , drugs",associate,it
the sinuses,localise,whose disease
36312629 2679 2687 Disease MESH : Impact,see,We
a lockdown in Scotland,result,The coronavirus disease 2019 pandemic
23 March 2020,result,The coronavirus disease 2019 pandemic
rapid insight,provide,Whole genome
36312982 162 Coronavirus 2 Species 	 2697049 36312982 Species : C000657245,provide,Whole genome
383 Disease MESH,provide,Whole genome
C000657245 benchmarking of + kit,provide,Whole genome
key information about,provide,Whole genome
rapid insight,provide,sequencing
36312982 162 Coronavirus 2 Species 	 2697049 36312982 Species : C000657245,provide,sequencing
383 Disease MESH,provide,sequencing
C000657245 benchmarking of + kit,provide,sequencing
key information about,provide,sequencing
lockdowns,associate,improvements
the benefits,associate,improvements
a slight increase in susceptibility,confer,Neanderthal genes
the risk of the emergence of among black people in,decrease,this difference
36313404 466 477 Neanderthal Species 	 model,decrease,this difference
patients,stratify,diagnostic methods for
therapeutic approaches,stratify,diagnostic methods for
our cohort,find,The common secondary diagnosis
mild acute disease,have,the majority of children with COVID-19
36314341 1625 children Species 	 MESH : MESH MESH MESH,associate,the majority of D007239
functional impairment,associate,the majority of D007239
the start of the infection,associate,the majority of D007239
a significant impact of on public health,expect,Health policymakers
a significant health problem with a serious impact on normal function COVID symptoms,emerge,Key PointsLong - COVID Study
"female gender , disease",include,Risk factors for
36314555 2152 2157 Disease MESH : C000657245,include,Risk factors for
36314809|t|The Potential Role of as,include,Risk factors for
"female gender , disease",include,COVID symptoms
36314555 2152 2157 Disease MESH : C000657245,include,COVID symptoms
36314809|t|The Potential Role of as,include,COVID symptoms
36314809 1086 infectious diseases MESH :,use,"Passive therapies , as , antibodies ,"
a diverse array of infectious diseases,use,"Passive therapies , as , antibodies ,"
infectious diseases,treat,Role therapies ( ABTs )
a role,play,D003141 ABTs
36314809 2685 2694 monkeypox Species 	 36315310|t|Association,play,D003141 ABTs
the treatment of monkeypox,play,D003141 ABTs
long pentraxin 3,play,D003141 ABTs
its plasma levels with COVID-19 severity,play,D003141 ABTs
SARS - CoV-2,cause,an infectious respiratory disease
36315310 Disease MESH : disorders : analysis .,involve,Pentraxin 3 PTX3
the activation,involve,Pentraxin 3 PTX3
regulation,involve,Pentraxin 3 PTX3
51 patients,require,hospital admission
51 patients,require,the acute phase of disease
"post - acute hospitalization , mellitus",associate,long COVID D007239
Disease MESH,diabete,C000657245
36315558 1700 1717
"myalgias , muscle ,",identify,Epidemiological data
36317068 443 451 Disease MESH : D063806 D007592 combination,identify,Epidemiological data
muscle,identify,Epidemiological data
bone fragility as common sequelae in patients with moderate forms of this disease,identify,Epidemiological data
joint dysfunction,identify,Epidemiological data
the muscle tissue alterations,focus,our review
CoV-2 infection,induce,the muscle tissue alterations
the musculoskeletal targets,predict,the need for a multidisciplinary approach
term consequences of COVID-19 disease,predict,the need for
known underlying disease,!have,The patient
Species C000657245 36317297|t|Comparative hospitalization risk for CoV-2 Omicron variant infections,have,The patient
variant predominance periods,have,The patient
level results,have,The patient
36317297 36317297 310 Disease MESH :,characterize,Comparing severity
variants,characterize,Comparing severity
"36317297|t|Comparative hospitalization risk for , by , City",demonstrate,Secondary analyses
bias,demonstrate,Secondary analyses
the frame,demonstrate,Secondary analyses
time,change,the frame
ways,change,the frame
disease severity,associate,ways
36319101 107 Disease MESH : C000657245,show,more data
Disease MESH :,show,more data
D009765 191 Disease MESH : MESH,show,more data
D012128 311 326 Disease MESH : 36320316|t|COVID-19 : review,show,more data
COVID-19 Syndrome,recover,Patients
COVID-19 Syndrome,recover,Patients
the question,ask,All the patients
a uncontrolled need,notice,you
the voiding desire,accompany,sometimes a urine leakage
this question,respond,147 patients
prevalence areas of,detect,36320554 patients Species 	 MESH : Species for .
all requirements of a complete monitoring system,meet,it
"early warning ,",include,a complete monitoring system
the current trend,track,an efficient surveillance tool during the COVID-19 pandemic
prevalence areas of,detect,C000657245 2697049 36320818|t|An opinion on with for
the standard method for disease monitoring,acknowledge,Clinical Diagnostic Test
asymptomatic patients ( spreaders,track,the difficulty of
nosymptoms of the disease,manifest,who
a case of a old male,report,We
hematuria,present,a old male
the term neurological effects of among patients,evaluate,Our study
the term neurological effects of among,evaluate,Our study
the hospital,discharge,patients
