Subject,Verb,Object
protective substances,use,This group of
protective substances,use,they
intoxication chronic liver diseases as alcoholic cirrhosis,phalloide,the mushroom Amanita
Disease MESH : D009145 :,phalloide,35018864 446 mushroom Amanita
a long history of without after prolonged administration,be,there
35018864 1476 1485 Chemical MESH : D012838,be,there
35018864 1493 1498 human Species 	 9606 35018864 MESH : heart,be,there
Pathophysiological mechanisms,be,there
muscle,be,there
term physical sequelae from CoV-2 infection,underlie,Pathophysiological mechanisms
term physical sequelae from CoV-2 infection,underlie,Pathophysiological mechanisms
COVID-19,induce,the persistent multi - organ dysfunction
healthy individuals,set,the persistent multi - organ dysfunction
a trajectory towards frailty,set,the persistent multi - organ dysfunction
COVID-19,recover,individuals
these outcomes,contribute,the mechanisms
two 30 microg doses of BNT162b2 vaccine apart,receive,care workers ( n=61 ) with
35019861 Disease MESH :,receive,care workers ( n=61 ) with
two 30 microg doses of,receive,prior COVID-19 disease
35019861 Disease MESH :,receive,prior COVID-19 disease
its dynamics,capture,a single epidemic model
the entire period,capture,a single epidemic model
the sequence,divide,we
segments,divide,we
US Intensive Care Units 2020,admit,35022779|t|A Description of
children with COVID-19 in US hospitals,use,acute coronavirus disease 2019
children with,use,therapies
term cognitive impairment,develop,A high proportion of coronavirus disease 2019
35022935 168 192 coronavirus disease MESH,develop,A high proportion of
term cognitive impairment,develop,( COVID-19 ) survivors
35022935 168 192 coronavirus disease MESH,develop,( COVID-19 ) survivors
different phases of the disease,treat,both of
"their multiple mode of action capability , is a promising approach for",place,A special emphasis
complex diseases as,treat,a promising approach for
a significant challenge to health society,present,Background :
a significant challenge to,present,The emergence
a significant challenge to,present,re
a significant challenge to,present,-
a significant challenge to,present,emergence
connections,consider,The ACN
35024675 the transmission risk of infectious disease outbreaks through,consider,The ACN
the same workplaces,employ,individuals
the same schools,enrol,connections
proxy measures of infectious transmission risk,establish,connections between geospatial areas
proxy measures of,provide,connections between
areas,identify,We
35024675 1215 infectious diseases MESH :,identify,We
both high potential transmission risk connected,have,It has been noted
high vulnerability to infectious diseases,have,It has been noted
geographic boundaries be,identify,Community detection
35024675 1348 1366 infectious Disease MESH,identify,Community detection
D003141
""
,identify,Community detection
infectious disease transmission,limit,regional restrictions for
a simple way,provide,Integrating science
35024675 1487 1505 infectious Disease MESH :,provide,Integrating science
infectious transmission risk,study,a simple way
outbreaks,study,a simple way
population vulnerability,study,a simple way
35024675 1715 1733 infectious Disease MESH : 35025042|t|Sustainability,inform,It
equitable preparation,inform,It
a depiction of,give,This study
35025042 293 301 Disease MESH : C000657245,give,This study
35025042 35025544|t|COVID discrimination experience :,give,This study
international institutions,take,the general directions
the current health emergency,tackle,a depiction of
"the pressing environmental issues , as climate change",tackle,a depiction of
business,do,"the only objective in ,"
due consideration,take,ESG dynamics
the effect of personal discrimination on well - being,moderate,Canadians social identities
racism,amplify,The coronavirus disease ( pandemic
drugs,inject,who
"a higher prevalence of ,",have,People
35025822 225 249 coronavirus disease MESH,have,People
Disease MESH,have,People
D007239
MESH :,have,People
D003643 Vaccination Services Integration Within : Brief,have,People
coronavirus disease 2019 infection,associate,risk factors
challenges in care access,compound,"a higher prevalence of ,"
an effective model,prove,Co -
an effective model,prove,"location of , services"
necessary interventions,provide,an effective model
additional barriers,create,an effective model
< 18 years,age,persons
COVID-19,have,who
"the importance of prevention strategies ,",highlight,The observed risk for among
35025851 1771 1779 Disease MESH :,highlight,The observed risk for among
all eligible persons in this age group,highlight,The observed risk for among
addition to chronic disease prevention,highlight,The observed risk for among
vaccination,include,"prevention strategies ,"
genomic coverage,improve,D003920 1817 1825 Disease MESH : C000657245 :
the CoV-2 genome,improve,D003920 1817 1825 Disease MESH : C000657245 :
variant detection,improve,D003920 1817 1825 Disease MESH : C000657245 :
genomic coverage,improve,C000657245 35025877|t|A
the CoV-2 genome,improve,C000657245 35025877|t|A
variant detection,improve,C000657245 35025877|t|A
26 CoV-2 mutations,show,Analysis
K417N ProteinMutation tmVar : :p,show,Analysis
"4 variants of , K",include,26 CoV-2 mutations
millions of infections,cause,The unprecedented coronavirus disease 2019
35025931 173 coronavirus disease MESH,cause,The unprecedented coronavirus disease 2019
An interrupted series study,cause,The unprecedented coronavirus disease 2019
millions of,cause,( COVID-19 pandemic
35025931 173 coronavirus disease MESH,cause,( COVID-19 pandemic
An interrupted series study,cause,( COVID-19 pandemic
modern care systems,face,a significant challenge
an evident decrease in the volume of admissions for all disease,be,There
pathological conditions,complain,patients
"respiratory system diseases , encephalopathy",suffer,who
a remarkable impact on disease behavior of parents caregivers,have,this situation
35025945|t|Detection of in : tool,have,this situation
a significant difference ( value : 0.041 ) for ischemic heart disease between,show,The statistical analysis of patient profiles
35025945 992 ischemic Disease MESH : MESH,show,The statistical analysis of
C000657245 term perturbation of after CoV-2 infection,show,The statistical analysis of
p - value,show,The statistical analysis of
significant perturbations,reveal,RNA
35027067 1663 1671 Disease MESH : C000657245 :,reveal,RNA
a methods analysis from a UK wide survey,reveal,RNA
gene expression in COVID-19 convalescents,reveal,RNA
6 months,reveal,RNA
post,reveal,RNA
-,reveal,RNA
infection,reveal,RNA
complex,moderate,The impact of on people with
multiple interacting specific demographic factors,moderate,The impact of on
8 months,persist,35027728|t|Immunological dysfunction
initial CoV-2 infection,follow,8 months
acute coronavirus disease,survive,patients
post - acute COVID syndrome ( COVID ),develop,A proportion of patients
35027728 140 coronavirus disease MESH : C000657245 C000657245 :,develop,A proportion of
post - acute COVID syndrome ( COVID ),develop,( COVID-19 infection
35027728 140 coronavirus disease MESH : C000657245 C000657245 :,develop,( COVID-19 infection
infant 's,affect,Home confinement
toddler sleep patterns,affect,Home confinement
worse perception of sleep quality of their children,!report,Conclusion :
worse perception of,!report,parents
new findings,provide,Recent publications
the pathogenesis of long - COVID,decipher,It has been noted
the pathogenesis of,decipher,new findings
the basis treatment strategy,understand,"COVID""-A hypothesis for"
a disease,cause,Infection of humans with CoV-2 virus
""" COVID-19 "" with symptoms",know,a disease
asymptomatic,range,symptoms
numerous treatment options,undergo,oncologic patients
the CoV2 virus,cause,"The COVID-19 pandemic ,"
millions,infect,ABSTRACT :
millions,infect,"The COVID-19 pandemic ,"
a higher prevalence for severe disease,demonstrate,cancer patients
numerous treatment options,undergo,oncologic patients
numerous treatment options,undergo,oncologic patients
the general public ( % ),report,what
progression,prevent,CoV-2 treatments
asymptomatic infection to symptomatic disease,prevent,CoV-2 treatments
progression,prevent,Subcutaneous casirivimab
symptomatic disease ( 29/100,prevent,Subcutaneous casirivimab
progression,prevent,imdevimab
symptomatic disease ( 29/100,prevent,imdevimab
progression,prevent,mg
symptomatic disease ( 29/100,prevent,mg
a vital role,play,Continuous monitoring of breathing activity
the detection of diseases ( SA ),play,Continuous monitoring of
mortality rates,increase,Untreated patients with
D003643 35031076|t|Effectiveness of the CoronaVac vaccine in a region of,increase,Untreated patients with
% effectiveness against mild disease,show,the vaccine
35031076 1218 1223 Disease MESH :,show,the vaccine
D003643 35031076 1244 1252 Disease MESH : C000657245 :,show,the vaccine
99.9 % against severe infection,show,the vaccine
% effectiveness against mild disease,show,CoronaVac
35031076 1725 Disease MESH :,show,CoronaVac
99.9 % against in this indigenous population,show,CoronaVac
the human kidney,infect,D007239
""
""
the human kidney,infect,35032430|t|SARS - CoV-2
both acute kidney injury in COVID-19 patients,explain,These data
the development of in .. MESH,explain,These data
"a sudden global implementation of telemedicine strategies ,",force,The coronavirus disease 2019
a sudden global implementation of,force,( COVID-19 ) epidemic
care ( LTC ) facilities reside,include,a sudden global implementation of
the disease Workshop,understand,Building networks
the disease Workshop,understand,COVID-19 through Adverse Outcome Pathways
the disease Workshop,understand,Building networks
the disease Workshop,understand,35032963|t|COVID-19 through Outcome Pathways :
the disease Workshop,understand,Building networks
the Pathogenesis of,model,"The CIAO project """
"the Outcome framework """,use,"The CIAO project """
the AOP framework,use,the available scientific knowledge on
the disease Workshop,understand,35032963|t|COVID-19 through Outcome Pathways :
the disease Workshop,understand,Building networks
the disease progression,depict,An individual AOP
"the initial contact with through toward an adverse outcome , as respiratory distress , anosmia",depict,An individual AOP
the disease Workshop,understand,35032963|t|COVID-19 through Outcome Pathways :
the disease Workshop,understand,Building networks
a timeline of the disease course,present,the CIAO members
a timeline of,position,the CIAO members
the disease Workshop,understand,Building networks
the progression,influence,Modulating factors
severity,influence,Modulating factors
risk of,increase,IBD patients
the lives of captive elephants,affect,"zoonotic disease , disasters"
satisfaction with online consultations,report,who
"an effective mining algorithm , Nettree :",propose,we
three key steps,have,which
candidate patterns,generate,NetNMSP
the pattern,generate,NetNMSP
dyslexic students,teach,an adaptive reinforcement learning framework for
dyslexic students,teach,an adaptive reinforcement learning framework for
an adaptive reinforcement learning framework,introduce,This study
RALF through,generate,an adaptive reinforcement learning framework
content,generate,an adaptive reinforcement learning framework
students with,generate,an adaptive reinforcement learning framework
content,generate,an adaptive reinforcement learning framework
students with,generate,an adaptive reinforcement learning framework
dyslexic students,teach,an adaptive reinforcement learning framework for
online alphabet models,generate,RALF
a simplified font,generate,RALF
dyslexic students,teach,an adaptive reinforcement learning framework for
each rule of character generation,learn,CLA structure
the reinforcement learning cycle,learn,CLA structure
dyslexic students,teach,an adaptive reinforcement learning framework for
dyslexic students,teach,an adaptive reinforcement learning framework for
long texts,generate,RALF
sentences,generate,RALF
cholangitic liver abscess,evoke,Disease MESH :
cholangitic liver abscess,evoke,C000657245 case report of
the coronavirus disease ( COVID-19 ),threaten,the humanity
"the management of ,",describe,Purpose of
"the management of ,",describe,Different treatment approaches
the virus,affect,respondent
activities,!have,84.9 % of
the lockdown,have,84.9 % of
the %,have,84.9 % of
the workload of physicians,decrease,a long way in
the outbreak zone,work,physicians
its potential for time monitoring,prove,the PoC platform
this time of,need,societies
transmission,ameliorate,"preparation , is .. strategies"
travel during,ameliorate,"preparation , is .. strategies"
the COVID-19 pandemic,travel,"preparation , is .. strategies"
the quarantine duration,identify,We
a generalised analytical framework,present,We
application to 26 European countries,present,We
a specific case study of on,present,We
transmission,ameliorate,D007239
""
35036981|t|Quarantine testing strategies
a modelling study,ameliorate,D007239
""
35036981|t|Quarantine testing
travel during,ameliorate,D007239
""
35036981|t|Quarantine testing
guidance for travel policy,provide,Our analytical approach
all phases of pandemic diseases,provide,Our analytical approach
the pandemic,curb,relevant modalities
the virus,attack,relevant modalities
a genetic level,attack,relevant modalities
the capacity of virus vectors,illustrate,we
Gene 35038579|t|Ex vivo,illustrate,we
the CoV-2 RdRp,direct,sh)RNAs ( RNAi triggers )
versatile antivirals,direct,sh)RNAs ( RNAi triggers )
genes,direct,sh)RNAs ( RNAi triggers )
capsid loads,use,"Finally , intranasal SAVIOR delivery"
human SARS - CoV-2,infect,transgenic mice
"strains ,",infect,transgenic mice
return to work,explore,This study
COVID-19,explore,This study
return to,explore,This study
COVID-19,explore,This study
this,affect,This study
this,affect,disease severity
pathogenic coronaviruses,antibodie,35038630 139 147 Disease MESH :
pathogenic coronaviruses,antibodie,35038651|t|Neutralizing monoclonal
the development of prophylactics,call,strong evidence
pathogenic coronaviruses,antibodie,695 703 Disease MESH : MESH
pathogenic coronaviruses,antibodie,35038651|t|Neutralizing monoclonal
the progresses of,summarize,This review
monoclonal,develop,the progresses of
the pandemic,shape,The future of experimental research
the pandemic,shape,generally addiction research
different populations,reach,"advantages , as"
addiction research,conduct,"advantages , as"
more naturalistic settings,conduct,"advantages , as"
"virus shedding ,",demonstrate,patients
a significant challenge for disease management,pose,which
a unique population of cells,identify,We
35038898 Gene 1081 1090 TNF - alpha Gene 	 Infection,identify,We
Vitro,identify,We
high viral loads present,harbor,a unique population of
DDIT3,characterize,"3 dpi ,"
expression of cell genes,characterize,"3 dpi ,"
genes,enrich,"3 dpi ,"
factor alpha ( alpha signaling,involve,genes
an gene signature within all NEC cell types,reveal,this seq analysis
28 dpi,reveal,this seq analysis
the majority of the general population,affect,It has been noted
moderate disease,suffer,The patient
hypoxia,suffer,The patient
general antenatal clinics in public hospitals in,attend,Women
their first trimester,recruit,Women
conjunction with national collaborations,examine,The contribution of to individual variation in outcomes
specific healthcare use,cause,all cause
primary care ( practitioner,cause,all cause
SARS - CoV-2,test,the week of
a difference approach,use,"Monthly percentages of after ,"
"scapegoats , bearers ,",position,Asian international students
the context of,position,Asian international students
the assembly of a helix fusion core ( FC ),depend,"The fusion of with , event ,"
portions of the spike heptad repeats ( HRs,form,a helix fusion core ( FC )
the health services,access,the difficulties in
the social distancing,access,the difficulties in
the restrictions,generate,the social distancing
"a major impact on with a potential surge of , with",have,The increase in the rate of unemployment
a major impact on with,have,the difficulties in
a series of onset disease ( presentations,report,We
vaccination with the nCoV-19 vaccine,follow,healthy females
literature,report,similar cases
a database search,report,similar cases
month post,delay,the onset of illness
-,delay,the onset of
vaccination,delay,the onset of
the severe disease with activation syndrome at presentation,have,she
immunosuppression,require,presentation
biologicals,require,presentation
obstetric complications,associate,GDM
the importance of,highlight,The major contribution of to MESH
GDM,identify,the importance of
an early risk factor for type,identify,the importance of
1145 1153 Disease MESH : Species C000657245,generate,The information
"keywords CoV-2 mutants , vaccines",use,news portals by
"SARS lesions ,",include,"Specific risk factors for ,"
virus interaction in,include,"Specific risk factors for ,"
a role in VAP pathogenesis,play,"Specific risk factors for ,"
mobility optimization,use,D008171 system load forecasting
COVID-19,use,D008171 system load forecasting
multi - task learning,use,D008171 system load forecasting
the difficulty of,reduce,The incorporation of data layers
the load patterns,capture,the difficulty of
an effect system,use,a rapid antigen test of CoV-2 nucleocapsid protein
the control of disease spread,jeopardize,Facing surges
the control of,jeopardize,an insufficient capacity of diagnostic testing
the next 2 months,expand,the transmissibility of the disease
the disease,control,hope for
serious public health threats,pose,Outbreaks of in hospitals
35043103 Disease MESH : MESH,pose,Outbreaks of in
multi - lineage cellular dysregulation,cause,35043113|t|Mild respiratory CoV-2 infection
myelin loss,cause,35043113|t|Mild respiratory CoV-2 infection
multi - lineage cellular dysregulation,cause,35043113|t|Mild respiratory CoV-2 infection
the brain,cause,35043113|t|Mild respiratory CoV-2 infection
myelin loss,cause,35043113|t|Mild respiratory CoV-2 infection
neuroinflammation,explore,we
infection -,explore,we
870 890 Disease MESH :,explore,we
neuroinvasion -,explore,we
effects,explore,we
multi - lineage cellular dysregulation,cause,35043113|t|Mild respiratory CoV-2 infection
the brain,cause,35043113|t|Mild respiratory CoV-2 infection
myelin loss,cause,35043113|t|Mild respiratory CoV-2 infection
least 7 - weeks,elevate,cytokines / chemokines
post,elevate,cytokines / chemokines
-,elevate,cytokines / chemokines
infection,elevate,cytokines / chemokines
persistent elevation,demonstrate,the chemokines
impairments in neurogenesis,associate,which
multi - lineage cellular dysregulation,cause,D007239 35043113|t|Mild respiratory CoV-2 infection
myelin loss,cause,D007239 35043113|t|Mild respiratory CoV-2 infection
age ( years,match,controls )
status,smoke,"mass index ( kg ,"
unexplained physical fatigue,characterize,It has been noted
rest,unrelieve,unexplained physical fatigue
our understanding of both syndromes,enrich,insights into the pathogenesis of
those at risk,identify,the development of for
disease,prevent,It has been noted
disease,mitigate,It has been noted
disease,mitigate,risk
metabolism,indicate,earlier CFS work
redox imbalance,indicate,earlier CFS work
insights into the pathogenesis of,provide,It has been noted
Craniosynostosis,operate,Children
the parents,deliver,It
e,deliver,It
-,deliver,It
mail,deliver,It
35044427 263 287 coronavirus disease MESH,!establish,Optimal nutrition therapy C000657245
the acute phase of infection,!establish,Optimal nutrition therapy C000657245
attention,receive,The health consequences of systemic racism
inadequacies,illuminate,the coronavirus disease pandemic
injustices,illuminate,the coronavirus disease pandemic
our health systems,engraine,It has been noted
mild disease,have,The majority of patients with coronavirus disease 2019
"masking , distancing",include,Preventive strategies
"discharge policy , transparency",covid,City jails :
the release of individuals,covid,Mayor Bill de Blasio
35045118 Disease MESH : jails :,covid,Mayor Bill de Blasio
"discharge policy , transparency",covid,Mayor Bill de Blasio
City jails were,incarcerate,individuals
the disease,contract,high risk of
criminal reoffense,commit,low risk of
35045118 2140 2148 Disease MESH : 35045130|t|Prophylactic,involve,One such reform
older males with depressed lymphocyte counts,characterize,non
older males with,characterize,-
older males with,characterize,survivors
important risk factors,represent,"AKI , age"
35045130 1944 1966 cardiovascular Disease MESH :,represent,"AKI , age"
at patients,identify,It has been noted
term hospitalization with therapeutic AC treatment,require,who
any control measures in theses countries,!die,the disease
cases,detect,the COVID-19
an active learning approach as simulation,deliver,It has been noted
greater gains than didactic teaching,produce,Interventions
35046084|t|Risk of,produce,Interventions
COVID-19,get,35046084|t|Risk of
People,get,35046084|t|Risk of
Multiple Sclerosis,get,35046084|t|Risk of
CoV-2 infection,acquire,the risk of
the therapy of cardiovascular diseases,use,colchicine
"coronary artery disease , atherosclerosis",include,the therapy of
the curative effect of term administration of colchicine,confirm,It has been noted
the incidence of cardiovascular events in patients with coronary artery disease,reduce,two milestone clinical trials
the current clinical trials with proven curative effect of in,summarize,we
35046517 1500 1510 Chemical MESH : MESH :,summarize,we
cardiovascular diseases,treat,proven curative effect of in
Long - Term Care Institutions in,stay,Residents
the COVID-19,stay,Residents
the Quality of,depend,D002318
""
35046869|t|Assessment
coronavirus disease 2019 ( COVID-19 ),cause,SARS - CoV-2
dimers,exist,M proteins
coronavirus disease-2019 ( COVID-19 ),infect,people
the United States,infect,people
"24,433,486",reach,the cumulative number of people
mathematical modeling of epidemics in other countries,use,the model
the severe acute respiratory syndrome,associate,a coronavirus infectious disease
"the types , pathogenesis",summarize,we
"the types , pathogenesis",elaborate,we
detail,summarize,we
detail,elaborate,we
rehabilitation,summarize,we
rehabilitation,elaborate,we
the COVID-19 patients,improve,which
oral diseases,associate,the COVID-19 patients
the spread,reduce,It has been noted
severity,reduce,It has been noted
humans,persist,it
a long time,persist,it
new mutations,have,it
the lungs,involve,Species COVID-19
35047633 551 Disease MESH : MESH,involve,Species COVID-19
35047633|t|COVID-19 Pandemic Practice : Points,involve,Species COVID-19
"cytokine storms ,",involve,Species COVID-19
other organs,involve,Species COVID-19
"many other inflammatory disorders ,",implicate,which
periodontal diseases,include,"many other inflammatory disorders ,"
patient referrals,reduce,", lockdowns"
dentists,reduce,", lockdowns"
two parts,divide,this study
the clinical associations between,examine,the first part
the measures,delineate,the second part
35047633 1483 Disease MESH : C000657245,delineate,the second part
the disease transmission in as impact,control,the measures
million cases,associate,The severe respiratory syndrome coronavirus ( disease
"a term illness ,",experience,some HCWs
their ability,impact,which
work,return,their ability
35051237|t|COVID-19 excess mortality among term care residents in,make,Heterogeneity among outcomes
"devastating consequences worldwide ,",have,The coronavirus disease 2019 ( COVID-19 )
a spike in global mortality,include,"devastating consequences worldwide ,"
35051738 335 patients Species 	 MESH : D008171 : sarcoid,show,Studies
term pulmonary disease,suffer,many of these patients
residual fibrosis,relate,term pulmonary disease
35051738 patients Species 	 9606,show,studies
Disease MESH : sarcoid,show,studies
non - specific findings of like changes,have,many patients
specific patterns of interstitial lung disease,develop,others
valuable clues for better understanding of the pathophysiology of cytokine dysregulation,provide,This case
35051738 1215 1223 Disease MESH : C000657245,provide,This case
COVID-19,see,cytokine dysregulation
other interstitial lung diseases as sarcoidosis,see,cytokine dysregulation
35052628 657 659 Chemical MESH : C068623 : D000544,focus,This review
the potential applications of for Alzheimer disease ( AD ),focus,This review
efficacious against both acute lung disease,prove,suppression of NLRP3 inflammasome activity
the evidence,discuss,we
CA,contain,rosemary extracts
an effective countermeasure against both acute pathological events,represent,CA
an effective countermeasure against,represent,rosemary extracts
CoV-2 infection as diseases,initiate,both acute pathological events
AD,include,other chronic neurodegenerative diseases
higher rates of than the general population,present,COVID-19 survivors
coronavirus disease 2019 ( COVID-19 ),cause,It has been noted
humanity knowledge about both viruses,increase,global research effort
unemployment (,include,Risk factors
chronic disease history (,include,Risk factors
infection with,include,Risk factors
"depression , anxiety",include,mental health symptoms
a multivariable logistic regression,identify,Risk factors
a multivariable logistic regression,identify,any of mental health symptoms
flares,prevent,an important measure
patients with previous inflammatory skin diseases on their hands,prevent,an important measure
the differences between coronavirus disease 2019 symptoms,investigate,This multicenter cohort study
35054108 222 246 coronavirus disease MESH,investigate,This multicenter cohort study
data of the general population ( Centre,compare,Results
the general population ( hospitalisation % %,report,Similar data
considerable disruption in healthcare services,cause,COVID-19 pandemic
35054315 67 Disease MESH : C000657245,cause,COVID-19 pandemic
the literature,explore,This review
35054315 556 574 ulcerative Disease MESH : 35054315|t|Review,explore,This review
"the role of as a method for mucosal assessment of extent , severity",explore,This review
.. 960 inflammatory Disease MESH :,indicate,The studies
D015212 9606 35055149|t|Inflammation as,indicate,The studies
a disease of the old age,consider,a long time
early vascular aging ( EVA ),cause,a cumulus of factors
the progression of vascular disease,implicate,a cofactor
clinical events,prevent,success in
Previously Healthy Individuals,identify,D000783
""
35055360|t|Evolution
COVID-19,recover,Previously Healthy Individuals
post - COVID-19 syndrome,diagnose,( 2 ) Methods
transthoracic echocardiography ( TTE patterns,assess,we
each other,overlap,abnormalities
"focused cancer treatment ,",enable,generation sequencing ( NGS )
35055387 Disease MESH : D009369,enable,generation sequencing ( NGS )
the National Comprehensive Cancer Network,enable,generation sequencing ( NGS )
NGS,recommend,Oncology guidelines
daily clinical practice,recommend,Oncology guidelines
several tumor types,recommend,Oncology guidelines
relate to the demand for NGS tests ( governance,identify,The main challenges
tests,conduct,"infrastructure for ,"
tests,validate,"infrastructure for ,"
tests,validate,"infrastructure for ,"
access,test,"infrastructure for ,"
evidence generation,drive,access
1256 1289 1308 infectious diseases MESH,indicate,The results Differences
the major infectious diseases,relate,the research theme of
a specific period,relate,the research theme of
Forest Knowledge Estimation,integrate,COVID-19 Cases
multi - regional modeling of CCC cases for the first scenario,propose,The current study
autoregressive average ( ARIMA ),use,the first scenario
automatic routines ( AUTOARIMA ),base,multi - regional modeling of
stroke survivors,support,It has been noted
long - term,support,It has been noted
their families,support,It has been noted
long - term,support,a chronic disease
their families,support,a chronic disease
9.3 % of adults,affect,It has been noted
2019,affect,It has been noted
cases with persistent coronavirus disease 2019 ( COVID-19 ),report,Intra - host evolution of
various aspects of the disease,play,this micronutrient
various aspects of,play,dependent selenoproteins
the search for risk factors for CoV-2 infection,spur,The numerous consequences of ( COVID-19 pandemic
35057534 150 174 coronavirus disease MESH : MESH,spur,The numerous consequences of ( COVID-19 pandemic
17 European university centers,see,neurological symptoms
CNS diseases ( group,pre-/coexiste,[ samples from without ) .
I,pre-/coexiste,[ samples from without ) .
CNS disorders (,pre-/coexiste,patients with
35058051 1337 1345 Disease MESH : detection,seem,The prevalence of among patients with
chest X - ray images,use,C000657245 9606 35058196|t|COVID-19 detection
a developed deep neural network,base,C000657245 9606 35058196|t|COVID-19 detection
the disease,handle,a solution
fast diagnosis,handle,a solution
chest X - ray images,use,35058196|t|COVID-19 detection
a developed deep neural network,base,35058196|t|COVID-19 detection
the COVID-19 Hospital in,discharge,patients
35059730|t|Thrombocytopenia in,observe,we
unprecedented intensive biomedical research,trigger,The heterogeneous symptomatology
a number of clinical research projects,trigger,The heterogeneous symptomatology
unprecedented intensive biomedical research,trigger,unpredictable progress of
a number of,trigger,unpredictable progress of
"diverse resources , as knowledge , studies ,",collect,a database of (
"interactions , etc . )",predict,"Additionally , STRING , database"
35059730|t|Thrombocytopenia in,set,the confidence threshold
0.7,set,the confidence threshold
genes ( AURKA ),correspond,It has been noted
VITT,silence,"CDC20 , SHC1"
type genes,base,This interactome syndrome C000657245
"the severe respiratory syndrome coronavirus ( CoV-2 ) , responsible",cause,The pandemic
a major challenge for global health,pose,The pandemic
35059731 release assays outcomes in healthy subjects,pose,The pandemic
BNT162b2 COVID-19 vaccination,follow,healthy subjects
"responses , with",involve,The pathogenesis of COVID-19
the primary immune response to viral infection,discuss,immunity
"attention , functions",find,mild deficits
local communities,work,the network of Centers
partners,work,the network of Centers
"COVID-19 , etc ... )",include,affections
"toxicological situations ( metals , chemical",include,affections
the impact of coronavirus epidemic,mitigate,35061710|t|Pro active monitoring
A retrospective cohort analysis,mitigate,35061710|t|Pro active monitoring
the impact of,mitigate,social interventions at community level
A retrospective cohort analysis,mitigate,social interventions at
>,record,deaths
80 years,record,deaths
three Italian cities,record,deaths
the impact of coronavirus epidemic,mitigate,D003643
""
monitoring
A retrospective cohort analysis,mitigate,D003643
""
monitoring
the impact of coronavirus epidemic,mitigate,D003643
""
monitoring
A retrospective cohort analysis,mitigate,D003643
""
monitoring
the 11th calendar week was,increase,The general population weekly death rate
the impact of coronavirus epidemic,mitigate,D003643 1635 participants Species 	 monitoring
"age , gender",adjust,Mortality
nursing homes,live,people
COVID-19,recover,Six Months after
patients Species 	 disease :,vary,The rate of decline in the levels of antibodies ( NAbs )
patients,vary,The rate of
Coronavirus disease 2019 ( COVID-19 ),recover,who
a share of COVID-19 cases,account,children
immunity to,acquire,many persons in
an ongoing threat to non - immune persons,pose,COVID-19
35062361 Disease MESH : C000657245 :,pose,COVID-19
35062361 543 Disease MESH : Inference,estimate,We
a population,end,transmission
an infected person,generate,secondary cases
the absence of any interventions,generate,secondary cases
this threshold,exceed,the immune fraction of a population
SARS - CoV-2,allow,mutations
7.1,range,Maximum a posteriori estimates
New Jersey,range,Maximum a posteriori estimates
states,vary,disease transmission
herd immunity,reach,Maximum a posteriori estimates
compartmental models,obtain,R0 estimates
the generation matrix approach,obtain,R0 estimates
21 January 2020,use,each model
regional daily case reports of,use,each model
a higher frequency of adverse effects,associate,the available vaccines
proteins,express,Salmonella cells
COVID-19 pathogenesis,relate,proteins
vitro,evaluate,the formulation of the vaccine candidate strain
35062728 1282 1290 Disease MESH : Species : Burden,suggest,These results
the outbreak of various strains,tackle,an alternative
the direct effects of during the acute phase of the disease,include,"children ,"
continuity of in patients with COVID-19 infection on discharge from hospital,ensure,D056587 35063190|t|Strategies
37 % in general medical inpatients,report,prevalence
"progression prediction , diagnosis",impede,which
unique information from human tissue,carry,Plasma free RNAs ( cfRNAs )
35064006 259 264 human Species 	 characteristics,carry,Plasma free RNAs ( cfRNAs )
levels,exhibit,Antiviral ( NFKB1A
Gene 867 IFI27 Gene 	 Gene Gene :,exhibit,Antiviral ( NFKB1A
"treatment in COVID-19 patients , is",exhibit,Antiviral ( NFKB1A
levels,exhibit,"neutrophil activation ( S100A8 ,"
Gene 867 IFI27 Gene 	 Gene Gene :,exhibit,"neutrophil activation ( S100A8 ,"
treatment in,exhibit,"neutrophil activation ( S100A8 ,"
levels,exhibit,CD63)-related genes
Gene 867 IFI27 Gene 	 Gene Gene :,exhibit,CD63)-related genes
treatment in,exhibit,CD63)-related genes
the knowledge gap in the plasma cfRNA landscape of COVID-19 patients,fill,This study
35064006 1858 1866 Disease MESH : C000657245,fill,This study
35064346|t|Neurological involvement,fill,This study
COVID-19 disease,associate,35064346|t|Neurological involvement
COVID-19 disease,associate,Neurological involvement
COVID-19 disease,associate,35064346|t|Neurological involvement
COVID-19 disease,hospitalize,a consecutive series of patients
a noteworthy proportion ( 3 ) of patients with paucisymptomatic clinical presentation,onset,the disease
further investigations,deserve,The persistence of months
35065619 2112 Disease MESH : literacy,deserve,The persistence of months
its possible pathophysiological implications,deserve,The persistence of months
impact,deserve,The persistence of months
future COVID-19 immunization,receive,intention
35065886|t|Vaccination approval literacy,show,polls
its effects on intention,show,polls
intention,have,50 % of
35065886 123 147 coronavirus disease MESH,have,50 % of
Disease MESH :,have,50 % of
the COVID-19 vaccine,receive,intention
future COVID-19 immunization,receive,intention
patients,administer,"A prospective , cross - sectional questionnaire"
a program,participate,patients
patients with diabetes,observe,COVID-19 severity
"the concomitant presence of non - communicable diseases , as obesity , diabetes",influence,It has been noted
the link between COVID-19 severity,serotonin,35066497|t|Is
patients with diabetes,observe,COVID-19 severity
common links,characterize,Systemic diseases
unrelated disease manifestations,integrate,It has been noted
unrelated disease manifestations,integrate,common links
